FID,GEONAME,GENERIC,X,Y
8026,Stephansson Park Provincial Historic Site (Undeveloped),Provincial Historic Site,-114.166669999999,52.116667
8027,Steppe Glacier,Glacier,-119.0166667,53.1499999999999
8028,Sterco,Locality,-116.822222199999,53.0977778
8029,Sterne Creek,Creek,-118.9658333,53.9297222
8030,Stetson Creek,Creek,-119.8238889,54.3488887999999
8031,Stettin,Locality,-114.075833299999,53.8316667
8032,Stettler,Town,-112.7044444,52.3238889
8033,Stevens Creek,Creek,-115.855,52.7363889
8034,Stevenson Lake,Lake,-110.501944399999,52.8416666999999
8035,Steveville,Locality,-111.601111099999,50.8383333
8036,Stewart,Locality,-112.708055599999,49.6411111
8037,Stewart Canyon,Canyon,-115.512222199999,51.2866665999999
8038,Stewart Creek,Creek,-115.2955556,51.0508333
8039,Stewart Depression,Depression,-110.942499999999,50.5363888999999
8040,Stewart Lake,Lake,-113.6991667,51.7211111
8041,Stewartfield,Locality,-114.584999999999,54.0347221999999
8042,Still Creek,Creek,-117.6483333,53.3391667
8043,Still Lake,Lake,-110.601666699999,53.2430555999999
8044,Stimson Creek,Creek,-114.1577778,50.4624999999999
8045,Stinking Creek,Creek,-119.863055599999,54.2541665999999
8046,Stinking Springs,Springs,-119.8586111,54.2194444
8047,Stirling,Village,-112.5130556,49.4969443999999
8048,Stirling Lake,Lake,-112.576388899999,49.5341667
8049,Stirlingville,Locality,-113.709444399999,51.5594443999999
8050,Stobart,Locality,-113.1394444,50.8994444
8051,Stobart Lake,Lake,-113.183888899999,50.9158333
8052,Stolberg,Locality,-115.825,52.4786111
8053,Stomach Lake,Lake,-113.402777799999,56.8897222
8054,Stone Industrial,Urban Community,-113.620829999999,53.5444439999999
8055,Stone Lake,Lake,-113.015555599999,57.21
8056,Stone Plain,Plain,-114.1772222,50.9816666999999
8057,Stone Point,Point,-110.3163889,58.8533333
8058,Stonelaw,Locality,-112.4805556,51.8686111
8059,Stonepile Hill,Hill,-111.599444399999,51.3191666
8060,Stones Canyon Creek,Creek,-115.3736111,51.0788889
8061,Stoney 142-143-144,Indian Reserve,-114.9272222,51.1491666
8062,Stoney 142B,Indian Reserve,-114.7702778,51.3280555999999
8063,Stoney Creek,Creek,-115.308611099999,55.0786111
8064,Stoney Lake,Lake,-111.089999899999,53.8641665999999
8065,Stoney Lake,Lake,-111.1363889,56.2733332999999
8066,Stoney Lake,Lake,-113.3094444,57.5925
8067,Stony Creek,Creek,-116.93,55.3699999999999
8068,Stony Creek,Creek,-115.9625,54.1749999999999
8069,Stony Creek,Creek,-111.690555599999,54.0138888999999
8070,Stony Creek,Creek,-115.0116667,51.0305556
8071,Stony Creek,Creek,-115.605,51.3411110999999
8072,Stony Creek,Creek,-114.5822222,51.5305554999999
8073,Stony Creek,Creek,-114.613333299999,50.3897222
8074,Stony Creek,Creek,-119.311388899999,54.8316667
8075,Stony Island,Island,-111.424999999999,56.8763889
8076,Stony Islands,Islands,-111.4205556,59.59
8077,Stony Plain,Town,-114.006944399999,53.5263889
8078,Stony Plain 135A,Indian Reserve,-114.420803199999,53.7327192999999
8079,Stony Rapids,Rapids,-112.649722199999,55.8869443999999
8080,Stony Woman Creek,Creek,-117.851666699999,54.8983332999999
8081,Stony Woman Lake,Lake,-117.7863889,54.9011111
8082,Storelk Mountain,Mountain,-114.9830556,50.5386110999999
8083,Storm Creek,Creek,-114.838611099999,50.5136110999999
8084,Storm Mountain,Mountain,-116.004999999999,51.2077778
8085,Storm Mountain,Mountain,-114.9397222,50.5869444
8086,Stormy Creek,Creek,-114.8741667,51.6075
8087,Stornham Coulee,Coulee,-110.913611099999,49.8472221999999
8088,Stouffers Lake,Lake,-110.108888899999,54.7763889
8089,Stove Lake,Lake,-112.920277799999,53.3347222
8090,Stovel Lake,Lake,-113.204999999999,58.6424999999999
8091,Stovepipe Creek,Creek,-116.300555599999,52.5763888999999
8092,Stowe,Locality,-113.5052778,49.6866667
8093,Stowe Creek,Creek,-117.529722199999,56.9669444999999
8094,Strachan,Locality,-115.1313889,52.2602777999999
8095,Straight Creek,Creek,-114.6427778,50.1088888999999
8096,Strangmuir,Locality,-113.3725,50.8849999999999
8097,Strathcona,Urban Community,-113.483329999999,53.520833
8098,Strathcona Archaeological Centre Provincial Historic Site (Developed),Provincial Historic Site,-113.366669999999,53.5499999999999
8099,Strathcona County,Municipal District,-113.0616667,53.5775
8100,Strathcona Industrial Park,Urban Community,-113.47722,53.475
8101,Strathcona Park,Urban Community,-114.174999999999,51.0472219999999
8102,Strathcona Science Park,Provincial Park,-113.366669999999,53.566667
8103,Strathcona Trail,Road,-110.763888899999,52.6472222
8104,Strathearn,Urban Community,-113.45,53.5333329999999
8105,Strathmore,Town,-113.393055599999,51.0455556
8106,Straw Mountain,Hill,-111.430277799999,52.7991667
8107,Strawberry Creek,Creek,-115.572777799999,55.3269445
8108,Strawberry Creek,Creek,-114.0466667,53.3258332999999
8109,Strawberry Creek,Creek,-114.655833299999,50.3780556
8110,Strawberry Hills,Hills,-114.875,52.7749999999999
8111,Strawberry Lake,Lake,-113.607222199999,49.2686111
8112,Strawberry Ridge,Ridge,-115.2316667,51.7875
8113,Streamstown,Locality,-110.179166699999,53.4275
8114,Stretton Creek,Creek,-110.397499999999,53.4908332999999
8115,Strome,Village,-112.0672222,52.8108332999999
8116,Stronach Lake,Lake,-112.7536111,54.5508334
8117,Strong Creek,Creek,-117.4186111,56.1594444999999
8118,Strubel Lake,Lake,-115.0011111,52.2036111
8119,Stry,Locality,-111.8569444,54.0352778
8120,Stuart Knob,Peak,-115.9605556,51.3322221999999
8121,Stud Creek,Creek,-115.15,51.6144443999999
8122,Stump Lake,Lake,-117.2258333,55.1525
8123,Sturgeon,Urban Community,-113.611109999999,53.6277779999999
8124,Sturgeon,Railway Point,-113.2536111,53.7697221999999
8125,Sturgeon County,Municipal District,-113.519999999999,53.8180556
8126,Sturgeon Creek,Creek,-117.121388899999,55.1169444
8127,Sturgeon Heights,Hamlet,-117.6741667,55.0886111
8128,Sturgeon Lake,Lake,-117.568611099999,55.1044443999999
8129,Sturgeon Lake 154,Indian Reserve,-117.4747222,55.06
8130,Sturgeon Lake 154A,Indian Reserve,-117.474444399999,55.1286111
8131,Sturgeon Lake 154B,Indian Reserve,-117.5619444,54.9808333
8132,Sturgeon River,River,-113.1716667,53.7680555999999
8133,Sturgis Lake,Lake,-111.309722199999,53.3166666999999
8134,Sturrock Creek,Creek,-116.3761111,52.5708332999999
8135,Stutfield Creek,Creek,-117.315555599999,52.2769443999999
8136,Stutfield Glacier,Glacier,-117.3522222,52.2402778
8137,Stutfield Peak,Peak,-117.407499999999,52.2383333
8138,Styal,Locality,-115.110833299999,53.6022222
8139,Sucker Creek,Creek,-112.8830556,59.7244444
8140,Sucker Creek,Creek,-116.1338889,55.4086111
8141,Sucker Creek 150A,Indian Reserve,-116.155,55.45
8142,Sucker Lake,Lake,-110.8627778,56.4197222
8143,Sucker Lake,Lake,-116.9427778,53.5724999999999
8144,Sucker Lake,Lake,-111.861944399999,55.1766666999999
8145,Suffield,Hamlet,-111.161111099999,50.2183332999999
8146,Suffield Training Area,Canadian Forces Range and/or Training Area (C.F.T.A.),-110.83889,50.4513889999999
8147,Sugden,Locality,-111.551666699999,54.3555556
8148,Suicide Creek,Creek,-114.3927778,49.365
8149,Suiste Coulee,Coulee,-110.3338889,49.4466666
8150,Sulfur Ridge,Ridge,-119.814999999999,54.1594443999999
8151,Sullivan Creek,Creek,-114.385,50.5308332999999
8152,Sullivan Lake,Locality,-111.8602778,52.0038889
8153,Sullivan Lake,Lake,-110.7780556,53.3013888999999
8154,Sullivan Lake,Lake,-111.965277799999,52.0144444
8155,Sullivan Peak,Peak,-116.9386111,51.9391667
8156,Sulphur Creek,Creek,-117.7888889,53.1536110999999
8157,Sulphur Creek,Creek,-119.8813889,54.6013889
8158,Sulphur Gates,Confluence,-119.1819444,53.8494444
8159,Sulphur Lake,Lake,-118.3219444,56.7052777999999
8160,Sulphur Mountain,Mountain,-115.5558333,51.1236110999999
8161,Sulphur Mountain Cosmic Ray Station National Historic Site of Canada,National Historic Site,-115.57778,51.146667
8162,Sulphur River,River,-119.181666699999,53.8494444
8163,Sulphur Spring,Spring,-115.3886111,51.0813889
8164,Summerlea,Urban Community,-113.622219999999,53.5249999999999
8165,Summerview,Locality,-113.8827778,49.5813889
8166,Summit Lake,Lake,-114.025,49.0075
8167,Summit Lakes,Lakes,-117.7616667,52.8913889
8168,Sun Creek,Creek,-114.7641667,52.9291667
8169,Sunalta,Urban Community,-114.099999999999,51.0499999999999
8170,Sunbreaker Cove,Summer Village,-114.187222199999,52.3875
8171,Sunchild 202,Indian Reserve,-115.3419444,52.6766665999999
8172,Sundance,Urban Community,-114.038889999999,50.8999999999999
8173,Sundance,Locality,-114.596944399999,53.5305556
8174,Sundance Beach,Summer Village,-114.1208333,53.0822221999999
8175,Sundance Canyon,Canyon,-115.6136111,51.1491666
8176,Sundance Creek,Creek,-116.5769444,53.5530556
8177,Sundance Creek,Creek,-115.6288889,51.1647222
8178,Sundance Lake,Lake,-116.9722222,53.7338888999999
8179,Sundance Pass,Pass,-115.561388899999,51.1022222
8180,Sundance Provincial Park,Provincial Park,-116.866944399999,53.6702778
8181,Sundance Range,Range,-115.5713889,51.0430556
8182,Sunday Creek,Creek,-110.872777799999,55.6163888999999
8183,Sundial Butte,Butte,-112.753055599999,50.1258332999999
8184,Sundial Mountain,Mountain,-117.6313889,52.2327778
8185,Sundre,Town,-114.637777799999,51.7955554999999
8186,Sunkay Creek,Creek,-116.434722199999,52.3875
8187,Sunken Lake,Lake,-110.6463889,52.3755555999999
8188,Sunland,Locality,-112.2552778,53.9777776999999
8189,Sunny Lake,Lake,-110.6994444,53.2583332999999
8190,Sunnybrook,Hamlet,-114.231388899999,53.1938888999999
8191,Sunnybrook Creek,Creek,-114.2283333,53.2625
8192,Sunnydale,Locality,-110.584444399999,51.1813889
8193,Sunnynook,Locality,-111.6680556,51.2938888999999
8194,Sunnyside,Urban Community,-114.08333,51.066667
8195,Sunnyslope,Hamlet,-113.556666699999,51.6480555999999
8196,Sunrise Beach,Summer Village,-114.0469444,53.7855556
8197,Sunset Beach,Summer Village,-113.5444444,54.7274999999999
8198,Sunset Creek,Creek,-118.7025,53.6927778
8199,Sunset Creek,Creek,-115.5769444,52.4480556
8200,Sunset Creek Trail,Trail,-118.705055999999,53.692306
8201,Sunset Hill,Hill,-114.229722199999,52.4641667
8202,Sunset House,Locality,-116.899722199999,55.1111111
8203,Sunset Lake,Lake,-111.094999999999,53.6716667
8204,Sunset Lake,Lake,-115.722499999999,53.7427777999999
8205,Sunset Pass,Pass,-116.8611111,52.1077777
8206,Sunset Peak,Peak,-118.974444399999,53.4816665999999
8207,Sunset Point,Summer Village,-114.3452778,53.6919443999999
8208,Sunshine Creek,Creek,-115.76667,51.116667
8209,Sunwapta,Urban Community,-113.65,53.5499999999999
8210,Sunwapta Falls,Falls,-117.6452778,52.5322222
8211,Sunwapta Lake,Lake,-117.235555599999,52.2141665999999
8212,Sunwapta Pass,Pass,-117.159444399999,52.2138889
8213,Sunwapta Peak,Peak,-117.275,52.3486110999999
8214,Sunwapta River,River,-117.6861111,52.5277778
8215,Supertest Hill,Hill,-111.4583333,56.9269443999999
8216,Supply Creek,Creek,-117.8561111,53.3013888999999
8217,Surette Lake,Lake,-116.683888899999,58.3458333
8218,Surmont Creek,Creek,-111.159999999999,56.4455554999999
8219,Surmont Lake,Lake,-111.174444399999,56.3047222
8220,Surprise Hill,Hill,-112.3869444,51.6791667
8221,Surprise Lake,Lake,-117.6244444,52.7947222
8222,Surprise Point,Peak,-118.2608333,52.6730555999999
8223,Survey Hill,Hill,-111.045277799999,52.7238888999999
8224,Survey Peak,Peak,-116.8502778,51.9544444
8225,Susa Creek,Creek,-118.928055599999,53.935
8226,Susan Lake,Lake,-111.613055599999,57.4336111
8227,Sutherland Creek,Creek,-115.5072222,55.0066666999999
8228,Sutherland Island,Island,-111.673055599999,57.3230556
8229,Sutton Creek,Creek,-110.461667,56.8344439999999
8230,Sutton Lake,Lake,-116.084999999999,55.7888889
8231,Swale Creek,Creek,-116.0227778,52.5763888999999
8232,Swalwell,Hamlet,-113.3183333,51.5572221999999
8233,Swampy Lake 236,Indian Reserve,-115.437984499999,56.3972558999999
8234,Swan Creek,Creek,-115.0130556,52.1944444
8235,Swan Hills,Town,-115.4016667,54.7166666
8236,Swan Hills,Hills,-115.75,54.75
8237,Swan Lake,Lake,-120.0011111,55.5358333
8238,Swan Lake,Lake,-113.258611099999,56.7144444999999
8239,Swan Lake,Lake,-115.1808333,52.1197221999999
8240,Swan Lake,Lake,-116.815555599999,59.9799999999999
8241,Swan Lake,Lake,-117.813888899999,55.0594443999999
8242,Swan Landing,Locality,-117.8513889,53.3205555999999
8243,Swan Point,Point,-115.306111099999,55.4269443999999
8244,Swan River,River,-115.3111111,55.4263888999999
8245,Swan River,River,-113.445971999999,58.706111
8246,Swan River 150E,Indian Reserve,-115.5166667,55.3666666
8247,Swanson Creek,Creek,-114.688055599999,51.3983333999999
8248,Swanson Hills,Hills,-114.6927778,51.3616667
8249,Swartz Creek,Creek,-116.4944444,53.5347221999999
8250,Swartz Lake,Lake,-115.653888899999,54.6783334
8251,Sweathouse Creek,Locality,-116.881944399999,55.0133332999999
8252,Sweathouse Creek,Creek,-117.115555599999,55.0563889
8253,Sweeney Creek,Creek,-119.739444399999,56.4641665999999
8254,Sweet Grass,Urban Community,-113.525,53.4624999999999
8255,Sweetgrass Landing,Hamlet,-111.9163889,58.9272222
8256,Sweetheart Lake,Lake,-111.426666699999,56.2380556
8257,Sweezy Creek,Creek,-110.086666699999,55.8405556
8258,Swift Creek,Creek,-119.446111099999,53.9163889
8259,Swift Current Creek,Creek,-112.7197222,58.3611111
8260,Swift Lake,Lake,-110.8055556,52.6536110999999
8261,Swinnerton Lake,Lake,-110.2105556,59.9502778
8262,Swirling Mist Falls,Falls,-113.849999999999,49.0119443999999
8263,Swoda Creek,Creek,-119.254166699999,53.3097222
8264,Swoda Mountain,Mountain,-119.0988889,53.2827777999999
8265,Sylvan Creek,Creek,-113.8880556,52.2572222
8266,Sylvan Glen,Locality,-113.9055556,54.5577777999999
8267,Sylvan Lake,Town,-114.0977778,52.3088887999999
8268,Sylvan Lake,Lake,-114.155277799999,52.3552777
8269,Sylvan Lake Provincial Park,Provincial Park,-114.08333,52.316667
8270,Sylvester,Locality,-119.681111099999,54.9955555
8271,Sylvester Creek,Creek,-119.733888899999,54.9227777999999
8272,Sylvester Creek,Creek,-115.6516667,52.7786110999999
8273,Syncline Brook,Brook,-114.4086111,49.3461111
8274,Syncline Hills,Hills,-119.0966667,53.95
8275,Syncline Mountain,Mountain,-114.4386111,49.3524999999999
8276,Syncline Ridge,Ridge,-117.9366667,53.1627778
8277,Syson Lake,Lake,-111.728611099999,52.0363888999999
8278,Taber,Town,-112.150971999999,49.78475
8279,Taber Lake,Lake,-112.0925,49.8033332999999
8280,Table Butte,Butte,-113.7766667,50.1638889
8281,Table Mountain,Mountain,-114.259166699999,49.3624999999999
8282,Taerum Lake,Lake,-113.871916999999,58.584778
8283,Tail Creek,Creek,-113.071666699999,52.3038888999999
8284,Tailor Lake,Lake,-113.325277799999,54.5116666999999
8285,Tait Lake,Lake,-113.2805556,52.5461110999999
8286,Talbot,Locality,-111.265555599999,52.2302777
8287,Talbot Lake,Lake,-115.7336111,57.4616667
8288,Talbot Lake,Lake,-117.994166699999,53.0977778
8289,Tall Cree 173,Indian Reserve,-115.3561111,57.9119444
8290,Tall Cree 173A,Indian Reserve,-115.603611099999,58.0361110999999
8291,Tallon Peak,Peak,-114.3111111,49.5916666999999
8292,Talus Lake,Lake,-114.9788889,50.7222221999999
8293,Tamarack Lake,Lake,-110.1163889,55.2277776999999
8294,Tamarack Lake,Lake,-114.2738889,53.8819444
8295,Tangent,Hamlet,-117.6788889,55.7986111
8296,Tanghe Creek,Creek,-119.8119444,57.3463889
8297,Tangle Creek,Creek,-117.295833299999,52.2619443999999
8298,Tangle Ridge,Ridge,-117.2816667,52.2999999999999
8299,Tanglefoot Lake,Lake,-113.189999999999,52.4455554999999
8300,Taplow,Locality,-111.7438889,51.5638889
8301,Tar Island,Hamlet,-111.467777799999,57.0191665999999
8302,Tar Island,Island,-111.45,56.983333
8303,Tar River,River,-111.6813889,57.3233333
8304,Taradale,Urban Community,-113.916669999999,51.118056
8305,Tarpeian Rock,Rock,-116.832499999999,52.5761110999999
8306,Tate Creek,Creek,-117.866666699999,59.35
8307,Tatei Ridge,Ridge,-119.0672222,53.1558332999999
8308,Tattum Lake,Lake,-114.1969444,54.5825
8309,Taunton Creek,Creek,-115.765,52.4552777999999
8310,Tawa,Urban Community,-113.423609999999,53.461111
8311,Tawadina Creek,Creek,-115.555277799999,52.3119445
8312,Tawakwato Lake,Lake,-112.202222199999,54.6875
8313,Tawatchaw Valley,Valley,-113.5186111,57.0986110999999
8314,Tawatinaw,Hamlet,-113.483333299999,54.2980554999999
8315,Tawatinaw Lake,Lake,-113.474166699999,54.34
8316,Tawatinaw River,River,-113.2780556,54.7224999999999
8317,Tawayik Lake,Lake,-112.8786111,53.6030555
8318,Tay Lake,Lake,-115.1208333,52.0663889
8319,Tay River,River,-115.0925,52.0430555
8320,Taylor,Railway Point,-112.760277799999,51.3441667
8321,Taylor Creek,Creek,-117.015555599999,53.0791666
8322,Taylor Creek,Creek,-116.022499999999,51.3080556
8323,Taylor Lake,Lake,-113.4163889,54.1186111
8324,Taylor Lake,Lake,-116.099999999999,51.2999999999999
8325,Taylorville,Locality,-113.1216667,49.0355556
8326,Tea Kettle Creek,Creek,-111.6452778,57.0355555
8327,Tea Lakes,Lakes,-115.021111099999,54.7938888999999
8328,Teepee Creek,Locality,-118.4097222,55.3741667
8329,Teepee Creek,Creek,-117.3947222,53.2475
8330,Teepee Lake,Lake,-110.3566667,53.2288889
8331,Tees,Hamlet,-113.3208333,52.4675
8332,Teitge Creek,Creek,-118.051944399999,53.6272221999999
8333,Tekarra Creek,Creek,-118.060277799999,52.8630555
8334,Tekarra Lake,Lake,-117.951388899999,52.8483333
8335,Telegraph Creek,Creek,-110.7161111,53.8361110999999
8336,Telephone Lake,Lake,-110.454999999999,57.1772222
8337,Telford Lake,Lake,-113.519999999999,53.2652776999999
8338,Telfordville,Hamlet,-114.1705556,53.2733332999999
8339,Tempest,Locality,-112.5238889,49.7466666999999
8340,Temple,Railway Point,-116.101944399999,51.3725
8341,Temple,Urban Community,-113.95,51.083333
8342,Temple Creek,Creek,-114.9316666,51.8441666
8343,Temple Lake,Lake,-116.1805556,51.365
8344,Ten Mile Creek,Creek,-113.8672222,51.7011110999999
8345,Tennessee Creek,Creek,-113.948611099999,49.5891667
8346,Tennion,Locality,-112.577222199999,49.9594444
8347,Tent Lake,Lake,-111.869166699999,54.5961111
8348,Tent Mountain,Mountain,-114.708611099999,49.5572221999999
8349,Tent Mountain Pass,Pass,-114.7216667,49.5727777
8350,Tepee Creek,Creek,-116.433888899999,59.8575
8351,Tepee Creek,Creek,-116.224999999999,52.3963888999999
8352,Tepee Creek,Creek,-113.718888899999,56.4413889
8353,Tepee Lake,Lake,-111.9008333,54.9266666999999
8354,Tepee Lake,Lake,-113.9825,56.4138889
8355,Tepee Pole Creek,Creek,-115.048333299999,51.8875
8356,Terminal Mountain,Mountain,-118.1602778,52.7783333
8357,Terrace Creek,Creek,-117.049999999999,52.066667
8358,Terrace Heights,Locality,-113.433329999999,53.5333329999999
8359,Terrace Heights,Urban Community,-113.434719999999,53.540278
8360,Terrace Mountain,Mountain,-117.1711111,52.0905555
8361,Terrapin Mountain,Mountain,-115.617777799999,50.8794443999999
8362,Tershishner Creek,Creek,-116.2522225,52.3330556
8363,Test Lake,Lake,-110.4041667,57.4169443999999
8364,Tethul River,River,-111.488333299999,60
8365,Tetley Creek,Creek,-114.183611099999,49.8149999999999
8366,Thabacha NÃ¡re 196a,Indian Reserve,-111.864831699999,59.9916437999999
8367,"The """"Y""""",River,-112.461944399999,57.5905555
8368,The Ancient Wall,Ridge,-118.934619499999,53.4559702999999
8369,The Beehive,Mountain,-116.2438889,51.4141667
8370,The Castelets,Mountain,-117.125555599999,52.0591665999999
